	tconst	averageRating	numVotes	primaryTitle	startYear	runtimeMinutes	genres
218121	tt0429715	6.7	11971	The Business	2005	97	Crime,Drama,Thriller
218128	tt0429727	6.7	4152	The Caiman	2006	112	Comedy,Drama,Romance
218155	tt0429898	6.5	1657	Sacred Heart	2005	120	Drama
218189	tt0430051	6.7	7354	The Elementary Particles	2006	113	Drama,Romance
218209	tt0430105	6.9	119505	Four Brothers	2005	109	Action,Crime,Drama
218256	tt0430224	6.9	2233	Hell	2005	102	Drama
218262	tt0430239	3.8	1567	It Waits	2005	88	Horror
218291	tt0430304	4.3	43457	Littleman	2006	98	Comedy,Crime
218294	tt0430308	5.2	39524	Get Rich or Die Tryin'	2005	117	Biography,Crime,Drama
218313	tt0430357	6.0	99061	Miami Vice	2006	134	Action,Crime,Thriller
218326	tt0430377	7.7	1003	Muhammad: The Last Prophet	2002	95	Animation,Biography,Drama
218330	tt0430381	5.4	1444	Musafir	2004	151	Action,Crime,Drama
218354	tt0430431	6.3	6174	One Night with the King	2006	123	Biography,Drama,History
218413	tt0430576	7.5	10847	The Secret Life of Words	2005	115	Drama,Romance
218417	tt0430582	5.9	1451	Sheitan Warrior	2006	94	Comedy,Fantasy,Horror
218446	tt0430634	6.4	24302	Stick It	2006	103	Comedy,Drama,Sport
218457	tt0430651	7.7	8451	Survive Style 5+	2004	120	Fantasy,Mystery,Romance
218468	tt0430674	6.0	5366	The Thief Lord	2006	98	Adventure,Drama,Family
218482	tt0430710	7.9	1714	Udayananu Tharam	2005	162	Comedy
218508	tt0430768	6.2	1918	Wild Tigers I Have Known	2006	88	Drama
218510	tt0430770	4.9	18298	The Women	2008	114	Comedy,Drama
218512	tt0430772	7.2	2272	One Nite in Mongkok	2004	110	Crime,Drama
218514	tt0430779	5.8	6846	Everyone's Hero	2006	87	Adventure,Animation,Comedy
218572	tt0430895	7.4	1282	Aurore	2005	115	Drama
218580	tt0430912	4.3	33547	Basic Instinct 2	2006	114	Drama,Mystery,Thriller
218581	tt0430916	7.1	1219	Beautiful Losers	2008	90	Documentary,Music
218583	tt0430919	6.1	3408	The Best Man	2005	96	Comedy,Romance
218585	tt0430922	6.9	205005	Role Models	2008	99	Comedy
218609	tt0431021	5.9	51266	The Possession	2012	92	Horror,Thriller
218679	tt0431197	7.1	108216	The Kingdom	2007	110	Action,Drama,Thriller
218684	tt0431213	6.7	3621	Lassie	2005	100	Adventure,Comedy,Drama
218698	tt0431265	3.6	1096	Metamorphosis	2007	98	Fantasy,Horror,Thriller
218711	tt0431308	7.1	183908	P.S. I Love You	2007	126	Drama,Romance
218858	tt0431619	7.9	3441	Arya	2004	151	Action,Drama,Romance
218862	tt0431641	6.3	4854	Azumi 2: Death or Love	2005	108	Action
219005	tt0431975	6.1	1154	To Paint or Make Love	2005	100	Drama
219007	tt0431979	7.0	2112	Le petit lieutenant	2005	110	Crime,Drama
219024	tt0432021	6.3	165929	Resident Evil: Extinction	2007	94	Action,Horror,Sci-Fi
219035	tt0432044	5.2	1478	Sandor slash Ida	2005	93	Drama,Romance
219036	tt0432047	7.7	13081	Sarkar	2005	124	Crime,Drama
219116	tt0432260	6.4	1629	Brothers of the Head	2005	93	Drama,Music
219119	tt0432264	6.5	1788	Introducing the Dwights	2007	105	Comedy,Drama
219122	tt0432267	5.1	1786	The Cutter	2005	92	Action,Crime,Drama
219133	tt0432283	7.8	160997	Fantastic Mr. Fox	2009	87	Adventure,Animation,Comedy
219137	tt0432289	6.3	7257	First Snow	2006	101	Drama,Thriller
219139	tt0432291	3.6	31496	The Fog	2005	100	Horror
219150	tt0432314	6.1	4032	Leningrad	2009	110	Drama,War
219152	tt0432318	5.6	2369	Live Free or Die	2006	89	Comedy,Crime
219156	tt0432325	7.7	2611	The Cave of the Yellow Dog	2005	93	Drama,Family
219171	tt0432348	6.6	207610	Saw II	2005	93	Horror,Mystery
219198	tt0432402	6.4	19497	Factory Girl	2006	90	Biography,Drama
219261	tt0432637	6.4	14623	Krrish	2006	185	Action,Adventure,Sci-Fi
219325	tt0432807	7.8	1373	The Republic	1998	150	History
219382	tt0432972	6.8	2343	Murk	2005	124	Drama,Thriller
219405	tt0433035	7.1	273292	Real Steel	2011	127	Action,Drama,Family
219431	tt0433116	5.4	2997	Looking for Comedy in the Muslim World	2005	98	Comedy
219492	tt0433350	6.8	5024	Boy Culture	2006	88	Drama,Romance
219500	tt0433360	5.0	1230	Dark Remains	2005	91	Horror
219502	tt0433362	6.5	112445	Daybreakers	2009	98	Action,Fantasy,Horror
219521	tt0433383	7.5	87958	Good Night, and Good Luck.	2005	93	Biography,Drama,History
219524	tt0433386	5.0	42301	The Grudge 2	2006	102	Horror,Thriller
219525	tt0433387	6.9	58125	Harsh Times	2005	116	Action,Crime,Drama
219537	tt0433400	6.2	90732	Just Friends	2005	96	Comedy,Romance
219541	tt0433405	6.6	3370	Land of the Blind	2006	110	Drama,Thriller
219548	tt0433412	3.9	20147	Material Girls	2006	98	Comedy,Family,Romance
219550	tt0433416	7.6	17553	The Namesake	2006	122	Drama
219556	tt0433425	7.7	1212	Parzania	2005	116	Drama,History
219570	tt0433442	4.8	10567	The Return	2006	85	Horror,Mystery,Thriller
219716	tt0433686	6.9	1418	Night Run	2006	90	Crime,Drama,Thriller
219796	tt0433963	4.6	5490	Dark Ride	2006	94	Horror,Thriller
219807	tt0434008	7.1	8144	Election	2005	100	Crime,Drama,Thriller
219843	tt0434124	7.1	15751	Kinky Boots	2005	107	Comedy,Drama,Music
219851	tt0434139	6.5	39238	The Last Kiss	2006	115	Comedy,Drama,Romance
219866	tt0434179	6.1	4291	Marebito	2004	92	Drama,Fantasy,Horror
219877	tt0434215	6.2	6639	Flicka	2006	95	Adventure,Drama,Family
219898	tt0434292	7.0	4352	Princesas	2005	113	Drama
219905	tt0434304	6.7	1922	Queens	2005	107	Comedy,Romance
219936	tt0434382	6.8	2365	Tapas	2005	94	Comedy,Drama
219942	tt0434409	8.2	895231	V for Vendetta	2005	132	Action,Drama,Sci-Fi
219946	tt0434424	4.2	2653	Undiscovered	2005	97	Comedy,Music,Romance
219963	tt0434541	4.8	1994	Macbeth	2006	109	Crime,Drama,Fantasy
220032	tt0434762	6.1	2256	Ab-normal Beauty	2004	101	Drama,Horror
220115	tt0435026	6.2	1717	House of Fury	2005	102	Action,Comedy
220206	tt0435286	6.1	2347	Pokémon the Movie: Destiny Deoxys	2004	98	Action,Adventure,Animation
220250	tt0435434	7.6	2904	Swing Girls	2004	105	Comedy,Drama,Music
220251	tt0435437	4.3	1844	Taarzan: The Wonder Car	2004	163	Comedy,Drama,Fantasy
220264	tt0435479	6.3	1576	Gabrielle	2005	90	Drama,Romance
220282	tt0435528	5.8	8345	Whisper	2007	94	Crime,Drama,Horror
220336	tt0435623	7.1	10866	Conversations with Other Women	2005	84	Comedy,Drama,Romance
220338	tt0435625	7.2	173350	The Descent	2005	99	Adventure,Horror,Thriller
220343	tt0435631	4.3	1023	Demon Hunter	2005	78	Horror
220356	tt0435651	6.5	99264	The Giver	2014	97	Drama,Romance,Sci-Fi
220358	tt0435653	5.5	8516	The Gravedancers	2006	95	Horror
220368	tt0435670	6.3	32636	The Invisible	2007	102	Crime,Drama,Fantasy
220375	tt0435679	7.5	32907	Keith	2008	93	Drama,Romance
220376	tt0435680	6.8	16225	Kidulthood	2006	89	Crime,Drama,Romance
220380	tt0435687	6.2	4794	The League of Gentlemen's Apocalypse	2005	91	Comedy,Fantasy,Horror
220387	tt0435696	5.7	3278	The Russian Specialist	2005	94	Action,Drama,Thriller
220391	tt0435705	6.2	134342	Next	2007	96	Action,Sci-Fi,Thriller
220392	tt0435706	6.4	1876	Nina's Heavenly Delights	2006	94	Comedy
220399	tt0435716	4.8	1036	The Perfect Sleep	2009	99	Action,Drama,Romance
220428	tt0435761	8.3	626927	Toy Story 3	2010	103	Adventure,Animation,Comedy
220432	tt0435770	5.2	2427	The Visitation	2006	103	Horror,Thriller
220437	tt0435776	7.6	3891	The White Diamond	2004	88	Documentary
220544	tt0436078	6.4	15421	The Aristocrats	2005	89	Comedy,Documentary
220605	tt0436231	8.0	7971	The Devil and Daniel Johnston	2005	110	Biography,Documentary,Music
220620	tt0436262	5.7	4234	Ellie Parker	2005	95	Comedy,Drama
220639	tt0436319	4.7	1116	Fjorton suger	2004	83	Drama,Romance
220644	tt0436331	5.8	21921	Friends with Money	2006	88	Comedy,Drama,Romance
220646	tt0436339	5.1	36540	G-Force	2009	88	Action,Adventure,Animation
220655	tt0436364	6.2	6170	Good	2008	92	Drama,Romance,War
220660	tt0436374	6.8	4712	The Uninvited Guest	2004	90	Drama,Horror,Mystery
220685	tt0436445	7.2	1431	Je ne suis pas là pour être aimé	2005	93	Drama,Romance
220727	tt0436546	6.9	2042	Ma vie en l'air	2005	103	Comedy,Romance
220754	tt0436607	6.7	1251	The Motel	2005	75	Comedy,Drama
220757	tt0436613	7.8	9378	Murderball	2005	88	Documentary,Sport
220761	tt0436629	7.9	1517	New York Doll	2005	75	Documentary,Music
220790	tt0436689	6.6	4445	The Puffy Chair	2005	85	Comedy,Drama,Romance
220792	tt0436697	7.3	93653	The Queen	2006	103	Biography,Drama
220805	tt0436724	7.1	2950	Rize	2005	86	Documentary,Music
220862	tt0436854	7.1	2800	Tulpan	2008	100	Comedy,Drama
220878	tt0436889	6.5	3335	The White Massai	2005	131	Drama,Romance
220885	tt0436971	8.1	9392	Why We Fight	2005	98	Documentary,History,War
220988	tt0437171	6.7	1475	East Side Story	2006	88	Comedy,Romance
220989	tt0437179	5.1	23533	See No Evil	2006	84	Action,Horror,Thriller
220990	tt0437182	5.8	1635	Family: Ties of Blood	2006	150	Action,Crime,Drama
221009	tt0437230	7.1	1073	Horloge biologique	2005	100	Comedy
221010	tt0437232	6.7	9617	Catch a Fire	2006	101	Biography,Drama,History
221015	tt0437238	6.9	4850	Hulchul	2004	149	Action,Comedy,Drama
221080	tt0437405	6.6	16713	Paper Man	2009	110	Comedy,Drama
221081	tt0437407	7.3	7611	Parineeta	2005	130	Drama,Musical,Romance
221102	tt0437447	7.4	4489	Riding Alone for Thousands of Miles	2005	107	Drama
221106	tt0437459	5.7	1080	Rollin' with the Nines	2006	96	Action,Crime,Drama
221140	tt0437526	6.4	3061	The Last Mistress	2007	114	Drama,Romance
221198	tt0437777	6.8	11283	Something New	2006	99	Comedy,Drama,Romance
221207	tt0437800	7.4	16548	Akeelah and the Bee	2006	112	Drama
221224	tt0437857	6.8	18618	Behind the Mask: The Rise of Leslie Vernon	2006	92	Comedy,Horror,Thriller
221226	tt0437863	5.6	43767	The Benchwarmers	2006	80	Action,Comedy,Family
221256	tt0437954	4.8	6982	Virgin Territory	2007	97	Adventure,Comedy,History
221294	tt0438052	4.3	2400	The Gene Generation	2007	96	Action,Sci-Fi
221313	tt0438097	6.8	218237	Ice Age: The Meltdown	2006	91	Action,Adventure,Animation
221351	tt0438204	5.9	1228	Mad Cowgirl	2006	89	Drama,Horror,Romance
221352	tt0438205	7.5	3220	Mad Hot Ballroom	2005	105	Documentary,Family,Music
221362	tt0438241	7.1	1121	Milionari de weekend	2004	90	Comedy
221387	tt0438315	7.3	23189	Peaceful Warrior	2006	120	Drama,Romance,Sport
221437	tt0438486	5.6	1206	Ten 'til Noon	2006	83	Crime,Mystery,Thriller
221438	tt0438488	6.6	307257	Terminator Salvation	2009	115	Action,Adventure,Sci-Fi
221534	tt0438859	7.1	10805	The Color of Freedom	2007	118	Biography,Drama,History
221540	tt0438875	5.0	1073	Insan	2005	141	Action,Crime,Drama
221586	tt0439008	5.8	1437	These Girls	2005	92	Comedy,Drama
221629	tt0439123	7.4	2250	Azur & Asmar: The Princes' Quest	2006	99	Adventure,Animation,Family
221649	tt0439182	6.4	1111	Four Eyed Monsters	2005	85	Comedy,Drama,Fantasy
221694	tt0439289	6.2	20828	Running with Scissors	2006	116	Comedy,Drama
221770	tt0439418	7.8	1603	7/G Rainbow Colony	2004	185	Drama
221812	tt0439477	6.9	1709	Boutique	2004	113	Drama
221833	tt0439504	2.3	1627	Brothers in Arms	2005	85	Western
221850	tt0439533	7.3	2921	Dead Leaves	2004	55	Action,Adventure,Animation
221858	tt0439544	5.6	4822	Dirty	2005	97	Crime,Drama,Thriller
221861	tt0439547	6.9	3509	Two Sons of Francisco	2005	132	Biography,Drama,History
221882	tt0439581	7.1	1144	Gadkie lebedi	2006	105	Drama,Mystery,Sci-Fi
221906	tt0439615	3.1	1029	Horrors of War	2006	99	Action,Horror,Sci-Fi
221918	tt0439630	6.4	6235	Initial D	2005	107	Action,Comedy,Drama
221939	tt0439654	6.4	1178	My Wife Is a Gangster 3	2006	115	Action,Comedy,Drama
221947	tt0439662	7.2	26568	Fanaa	2006	168	Drama,Romance,Thriller
221969	tt0439695	6.4	3402	Dalecarlians	2004	98	Comedy,Drama
222041	tt0439815	6.5	66732	Slither	2006	95	Comedy,Horror,Sci-Fi
222043	tt0439817	7.4	2340	The Sun	2005	110	Drama,History
222076	tt0439876	5.6	1149	What Love Is	2007	93	Comedy,Romance
222081	tt0439884	7.3	3917	A World Without Thieves	2004	113	Action,Crime,Drama
222290	tt0440803	7.1	35105	Shutter	2004	97	Horror,Mystery,Thriller
222330	tt0440963	8.0	553476	The Bourne Ultimatum	2007	115	Action,Mystery,Thriller
222358	tt0441007	6.2	3780	Gracie	2007	95	Biography,Drama,Sport
222385	tt0441048	6.4	19806	Dhoom 2	2006	152	Action,Crime,Thriller
222448	tt0441263	5.7	1014	The White Dragon	2004	93	Action,Adventure,Comedy
222453	tt0441297	7.2	2275	Habana Blues	2005	115	Drama,Music
222484	tt0441402	5.7	1142	In the Jail Now	2005	125	Comedy,Crime
222574	tt0441641	7.6	1032	Joni's Promise	2005	83	Adventure,Comedy,Romance
222648	tt0441758	7.9	1025	The Fearless Freaks	2005	103	Biography,Documentary,Music
222650	tt0441761	5.9	2647	Free Zone	2005	90	Comedy,Drama
222651	tt0441762	6.9	3812	A Friend of Mine	2006	84	Comedy,Drama
222659	tt0441773	7.6	350321	Kung Fu Panda	2008	92	Action,Adventure,Animation
222660	tt0441774	6.5	18775	Lonely Hearts	2006	108	Crime,Drama,Romance
222664	tt0441782	6.2	5347	Restraint	2008	94	Drama,Thriller
222676	tt0441796	5.1	27398	Stay Alive	2006	85	Fantasy,Horror,Sci-Fi
222740	tt0441909	7.6	83893	Volver	2006	121	Comedy,Crime,Drama
222803	tt0442207	6.3	1728	Locked Out	2006	90	Comedy
222815	tt0442268	8.0	3613	Be with You	2004	119	Drama,Fantasy,Romance
222821	tt0442286	7.8	5190	The Hidden Blade	2004	132	Action,Drama,History
222984	tt0442781	7.1	2010	Varalaaru	2006	166	Action,Drama,Musical
223047	tt0442933	6.2	150260	Beowulf	2007	115	Action,Adventure,Animation
223127	tt0443205	6.6	1026	Neighbour No. 13	2005	115	Horror,Thriller
223142	tt0443272	7.4	217353	Lincoln	2012	150	Biography,Drama,History
223144	tt0443274	6.6	134660	Vantage Point	2008	90	Action,Crime,Drama
223153	tt0443295	5.4	23728	Yours, Mine & Ours	2005	88	Comedy,Family,Fantasy
223175	tt0443331	4.1	1457	Milenge Milenge	2010	109	Drama,Romance
223230	tt0443431	5.0	8188	Another Gay Movie	2006	92	Comedy,Romance
223233	tt0443435	5.0	5726	Autopsy	2008	84	Horror,Mystery,Thriller
223242	tt0443446	6.5	2185	Don't Tell	2005	120	Drama,Mystery
223246	tt0443453	7.3	318609	Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	2006	84	Comedy
223248	tt0443455	7.4	3047	Brand Upon the Brain!	2006	95	Comedy,Drama,Fantasy
223249	tt0443456	6.5	20825	Breaking and Entering	2006	120	Crime,Drama,Romance
223255	tt0443465	6.8	37434	Before We Go	2014	95	Comedy,Drama,Romance
223260	tt0443473	6.1	47161	The Condemned	2007	113	Action,Crime,Thriller
223272	tt0443489	6.5	61578	Dreamgirls	2006	130	Drama,Music,Musical
223278	tt0443496	6.3	10367	Edmond	2005	82	Drama,Thriller
223285	tt0443506	6.2	1029	Film Geek	2005	78	Comedy
223300	tt0443527	5.2	7933	The Hamiltons	2006	86	Drama,Horror,Thriller
223307	tt0443536	6.5	50028	Hoodwinked!	2005	80	Action,Animation,Comedy
223314	tt0443543	7.6	323644	The Illusionist	2006	110	Drama,Mystery,Romance
223328	tt0443559	6.0	19353	Killshot	2008	95	Crime,Drama,Thriller
223334	tt0443567	4.7	3158	Left Behind III: World at War	2005	95	Action,Drama,Fantasy
223345	tt0443584	4.7	5235	Melissa P.	2005	100	Drama
223379	tt0443632	6.1	44632	The Sentinel	2006	108	Action,Crime,Thriller
223390	tt0443649	5.1	115951	10,000 BC	2008	109	Action,Adventure,Drama
223412	tt0443680	7.5	149823	The Assassination of Jesse James by the Coward Robert Ford	2007	160	Biography,Crime,Drama
223421	tt0443693	6.3	3003	The Wild Blue Yonder	2005	80	Sci-Fi
223429	tt0443701	5.9	82971	The X Files: I Want to Believe	2008	104	Drama,Mystery,Sci-Fi
223433	tt0443706	7.7	358239	Zodiac	2007	157	Crime,Drama,History
223434	tt0443708	7.4	5849	Page 3	2005	139	Drama
223456	tt0443737	5.9	1637	Death Trance	2005	89	Action,Adventure,Fantasy
223479	tt0443771	6.5	1381	Robotech: The Shadow Chronicles	2006	88	Action,Adventure,Animation
223508	tt0443844	7.1	2377	Regular Lovers	2005	183	Drama,Romance
223548	tt0444112	6.8	3785	Avenue Montaigne	2006	106	Comedy,Drama,Romance
223557	tt0444182	7.1	12887	Days of Glory	2006	128	Drama,War
223623	tt0444505	5.6	4806	Torrente 3: El protector	2005	91	Comedy,Crime
223626	tt0444519	5.4	1056	A Ticket to Space	2006	90	Comedy,Sci-Fi
223671	tt0444628	6.3	3790	Fay Grim	2006	118	Action,Comedy,Thriller
223680	tt0444653	6.8	30275	Keeping Mum	2005	99	Comedy,Crime
223688	tt0444672	5.3	3482	Moving McAllister	2007	89	Adventure,Comedy,Romance
223693	tt0444682	5.7	39472	The Reaping	2007	99	Horror,Thriller
223711	tt0444736	4.1	1029	The Naked Brothers Band: The Movie	2005	90	Comedy,Family,Music
223719	tt0444759	4.8	1214	Art of the Devil	2004	100	Horror,Mystery
223726	tt0444778	7.5	1640	Citizen Dog	2004	100	Comedy,Fantasy,Romance
223729	tt0444781	5.3	3603	Deewane Huye Paagal	2005	158	Action,Comedy,Drama
223736	tt0444840	5.3	3493	Humko Deewana Kar Gaye	2006	155	Drama,Romance
223738	tt0444849	5.6	1114	Karam	2005	117	Crime,Drama,Thriller
223762	tt0444913	6.0	1247	Tango Charlie	2005	142	Action,Adventure,Drama
223842	tt0445054	6.5	6407	7 Days	2010	105	Crime,Drama,Horror
223896	tt0445161	6.7	1821	4	2004	126	Drama,Mystery,Sci-Fi
223932	tt0445336	7.5	12059	You, the Living	2007	95	Comedy,Drama,Music
223946	tt0445396	7.0	1169	The President's Last Bang	2005	102	Comedy,Drama,History
224015	tt0445620	7.5	20811	Paradise Now	2005	90	Crime,Drama,Thriller
224043	tt0445691	7.4	2828	Salvador (Puig Antich)	2006	134	Biography,Drama,History
224062	tt0445760	6.6	4153	The Wayward Cloud	2005	114	Comedy,Drama,Musical
224074	tt0445800	4.0	2696	French Fried Vacation 3: Friends Forever	2006	97	Comedy
224141	tt0445922	7.4	98097	Across the Universe	2007	133	Drama,Fantasy,Musical
224150	tt0445934	6.3	140369	Blades of Glory	2007	93	Comedy,Sport
224151	tt0445935	6.1	9147	Bordertown	2006	112	Crime,Drama,Mystery
224153	tt0445939	5.8	6609	The Burrowers	2008	96	Horror,Thriller,Western
224159	tt0445946	5.7	21735	The Contract	2006	96	Action,Crime,Drama
224164	tt0445953	6.6	4845	Disgrace	2008	119	Drama
224172	tt0445965	5.4	5140	Feed	2005	101	Crime,Horror,Thriller
224192	tt0445990	7.1	57389	Invincible	2006	105	Biography,Drama,Sport
224206	tt0446009	6.1	3756	Neues vom Wixxer	2007	98	Comedy,Crime,Mystery
224210	tt0446013	5.4	39465	Pathfinder	2007	99	Action,Adventure,Drama
224219	tt0446029	7.5	312612	Scott Pilgrim vs. the World	2010	112	Action,Comedy,Romance
224229	tt0446046	6.7	23066	Take the Lead	2006	118	Drama,Music
224238	tt0446059	7.7	66672	Fearless	2006	104	Action,Biography,Drama
224342	tt0446298	6.3	3213	Civic Duty	2006	98	Drama,Thriller
224350	tt0446312	5.6	1197	The 2 Sides of the Bed	2005	104	Comedy,Musical,Romance
224351	tt0446313	5.5	1429	Dragon Squad	2005	110	Action,Crime,Drama
224422	tt0446442	5.4	1617	A Few Days in September	2006	116	Drama,Thriller
224434	tt0446460	6.0	3062	Het schnitzelparadijs	2005	82	Comedy,Romance
224436	tt0446463	6.4	3252	The Secret	2007	92	Drama,Romance
224445	tt0446476	5.8	2455	Storm	2005	110	Drama,Fantasy,Mystery
224493	tt0446559	6.1	1097	Harb Atalia	2005	110	Action,Comedy,Romance
224558	tt0446676	5.4	4163	Deal	2008	85	Drama
224561	tt0446685	6.6	1312	Drawing Restraint 9	2005	135	Fantasy
224563	tt0446687	6.8	10054	Driving Lessons	2006	98	Comedy,Drama
224569	tt0446707	5.5	1248	Have Mercy on Us All	2007	116	Crime,Drama,Thriller
224575	tt0446719	5.6	5885	Isolation	2005	95	Horror,Sci-Fi,Thriller
224594	tt0446747	6.9	1634	Mutual Appreciation	2005	109	Comedy
224596	tt0446750	6.6	2533	Nightwatching	2007	134	Biography,Drama,History
224597	tt0446752	5.6	3095	Full of It	2007	93	Comedy,Drama
224599	tt0446755	7.5	82942	The Painted Veil	2006	125	Drama,Romance
224604	tt0446765	7.6	1411	Punk: Attitude	2005	90	Documentary,Music
224625	tt0446802	7.6	1405	A West Texas Children's Story	2007	86	Drama,Romance
224680	tt0446930	6.6	1802	The Waiting Room	2003	92	Drama
224718	tt0447166	7.5	2823	The Gamers: Dorkness Rising	2008	105	Action,Adventure,Comedy
224823	tt0447484	8.2	2461	Tatar Ramazan	1990	95	Drama,Romance
224881	tt0447619	4.8	2054	The Stone Council	2006	102	Adventure,Crime,Drama
224964	tt0447854	6.2	7594	Bambi II	2006	75	Animation,Drama,Family
224979	tt0447907	6.6	1292	The Contestant	2007	84	Comedy,Drama
225007	tt0447999	5.7	1071	Hot Tamale	2006	102	Action,Comedy,Crime
225014	tt0448011	6.2	200697	Knowing	2009	121	Drama,Mystery,Sci-Fi
225023	tt0448075	5.9	13594	The Night Listener	2006	91	Crime,Mystery,Thriller
225048	tt0448124	7.6	11437	Snow Cake	2006	112	Drama,Romance
225055	tt0448134	7.3	209086	Sunshine	2007	107	Adventure,Sci-Fi,Thriller
225072	tt0448157	6.4	386423	Hancock	2008	92	Action,Crime,Drama
225075	tt0448166	6.5	1684	Two Weeks	2006	102	Comedy,Drama
225102	tt0448206	6.2	5212	Bunty Aur Babli	2005	170	Comedy,Drama,Romance
225129	tt0448245	5.5	1102	Quatre étoiles	2006	106	Comedy
225141	tt0448267	6.6	2851	Zozo	2005	105	Drama,War
225180	tt0448400	5.3	2845	Grimm Love	2006	87	Crime,Drama,Horror
225207	tt0448564	5.8	5162	Irresistible	2006	103	Drama,Mystery,Thriller
225221	tt0448621	7.8	1932	Marathon	2005	117	Biography,Drama,Sport
225225	tt0448663	6.8	1454	April Snow	2005	105	Drama,Romance
225236	tt0448694	6.7	125544	Puss in Boots	2011	90	Action,Adventure,Animation
225301	tt0448909	6.3	2241	Kummelin Jackpot	2006	93	Comedy
225309	tt0448927	6.2	3736	If I Were You	2006	108	Comedy
225353	tt0448993	6.4	2251	The Art of Travel	2008	100	Adventure
225365	tt0449010	5.1	113956	Eragon	2006	104	Action,Adventure,Family
225370	tt0449018	6.7	2284	The Final Season	2007	119	Drama,Sport
225395	tt0449059	7.8	390090	Little Miss Sunshine	2006	101	Comedy,Drama
225396	tt0449061	6.6	20489	London	2005	92	Drama,Romance
225410	tt0449086	5.3	8899	Dominion: Prequel to the Exorcist	2005	117	Drama,Horror,Thriller
225411	tt0449088	7.1	526700	Pirates of the Caribbean: At World's End	2007	169	Action,Adventure,Fantasy
225412	tt0449089	5.5	50231	RV	2006	99	Adventure,Comedy,Family
225434	tt0449121	7.2	1205	loudQUIETloud: A Film About the Pixies	2006	85	Documentary,Music
225463	tt0449228	5.9	2079	Dosti: Friends Forever	2005	136	Drama,Romance
225473	tt0449306	4.8	2694	Lucky: No Time for Love	2005	180	Drama,Musical,Romance
